OBJECTID,ZONING_WEB_URL,ZONING_CHANGE_NARRATIVE,ZONING_STATUS,ZONING_LABEL,ZONE_DESCRIPTION,OLD_ZONING,ZONE_DISTRICT,GLOBALID,ZONING,SHAPEAREA,SHAPELEN
152406,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152407,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152408,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152409,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152410,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152411,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152531,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/Walter-Reed/wr-3/,Zoning Order 14-22,Final,WR-3,Supports the Development of the former Walter Reed Army Site,WR-3,Special Purpose Zone,,,0,0
152532,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/Walter-Reed/wr-2/,Zoning Order 14-22,Final,WR-2,Supports the Development of the former Walter Reed Army Site,WR-2,Special Purpose Zone,,,0,0
152533,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/Walter-Reed/wr-1/,Zoning Order 14-22,Final,WR-1,Supports the Development of the former Walter Reed Army Site,WR-1,Special Purpose Zone,,,0,0
152529,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/Walter-Reed/wr-5/,Zoning Order 14-22,Final,WR-5,Supports the Development of the former Walter Reed Army Site,WR-5,Special Purpose Zone,,,0,0
152530,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/Walter-Reed/wr-6/,Zoning Order 14-22,Final,WR-6,Supports the Development of the former Walter Reed Army Site,WR-6,Special Purpose Zone,,,0,0
152534,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,Map Amendment,Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152535,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,Map Amendment,Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152460,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152461,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152462,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152463,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152464,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152341,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152342,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152343,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152412,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152413,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152414,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152415,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152416,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152417,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152536,http://handbook.dcoz.dc.gov/zones/mixed-use/mu-9/,Map Amendment 01-22,Final,MU-9,"Permit high-density mixed-use development including office, retail, and housing, with a focus on employment",C-3-C,Mixed-Use Zone,,,0,0
152537,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-5B/,C-2-B-1 (new zone...),Final,MU-5B,"Permit medium-density, compact mixed-use development with an emphasis on residential use",C-2-B-1,Mixed-Use Zone,,,0,0
152538,http://handbook.dcoz.dc.gov/dcoz.dc.gov/zones/residential/rf-1/,ZC Case 15-09,Final,RF-1,provide for areas predominantly developed with attached row houses on small lots,R-4,Residential Flat Zone,,,0,0
152539,http://handbook.dcoz.dc.gov/dcoz.dc.gov/zones/residential/rf-1/,ZC Case 15-09,Final,RF-1,provide for areas predominantly developed with attached row houses on small lots,R-4,Residential Flat Zone,,,0,0
152540,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152541,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152466,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152467,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152465,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152344,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152345,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152418,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152419,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152542,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152543,http://handbook.dcoz.dc.gov/dcoz.dc.gov/zones/residential/rf-1/,ZC Case 15-09,Final,RF-1,provide for areas predominantly developed with attached row houses on small lots,R-4,Residential Flat Zone,,,0,0
152544,http://handbook.dcoz.dc.gov/dcoz.dc.gov/zones/residential/rf-1/,ZC Case 15-09,Final,RF-1,provide for areas predominantly developed with attached row houses on small lots,R-4,Residential Flat Zone,,,0,0
152545,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152546,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-2/,DC Register 7/28/17 Map Amendment 16-25,Final,MU-2,Permits medium density residential and non-residential buildings,RA-5 (map amendment,Mixed-Use Zone,,,0,0
152547,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-5A/,DC Register 8/25/17 - ZC Case 16-21,Final,MU-5A,"Permits medium density, compact mixed-use development with an emphasis on residential use",C-2-B,Mixed-Use Zone,,,0,0
152470,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152468,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152469,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152348,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152349,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152346,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152347,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152350,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152420,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152421,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152422,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152423,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152424,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152425,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Official Digital Zoning Map of July 1, 2010",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152426,http://handbook.dcoz.dc.gov/,"Rechanged to Unzoned 3/15/17, Federal Land",Final,UNZONED,Unzoned,R-5-B,Unzoned,,,0,0
152548,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,MA from R-4 to R-5-B ZC Case #11-10,Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152549,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"MA from Unzoned to R-5-A, Case # 09-17",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152550,http://handbook.dcoz.dc.gov/zones/downtown/d-5/,Lots removed from Housing Priority Area ZCO #08-23,Final,D-5,Promotes high-density development of commercial and mixed-uses in areas that had been receiving areas for transferable development rights under Chapter 17 of the 1958 Zoning Regulations,DD/C-3-C,Downtown Zone,,,0,0
152551,http://handbook.dcoz.dc.gov/zones/residential-apartment/ra-2/,MA from RF-1 to RA-2 Case 17-27,Final,RA-2,Permits moderate and medium-density rowhouses and apartments,R-5-B,Residential Apartment Zone,,,0,0
152471,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/Walter-Reed/wr-4/,Zoning Order 14-22,Final,WR-4,Supports the Development of the former Walter Reed Army Site,WR-4,Special Purpose Zone,,,0,0
152351,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152352,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
